"transactionid";"customerid";"age";"gender";"Marital Status";"income";"Product Name";"storename";"groupstore";"Type";"latitude";"longitude";"price";"qty";"totalamount";"DATE"
TR94089;129;35;1;Single;10.46;Choco Bar;Priangan;Priangan;Modern Trade;-5,45;"105,26667";8800;9;79200;2022-09-27
TR11012;78;41;1;Married;10.34;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;5;21000;2022-09-28
TR17567;435;29;1;Married;3.61;Yoghurt;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";10000;6;60000;2022-09-28
TR22179;380;40;0;Married;5.77;Cashew;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";18000;1;18000;2022-09-28
TR258;45;53;0;Married;9.25;Crackers;Buana Indah;Buana;General Trade;"3,316694";"114,590111";7500;4;30000;2022-09-28
TR36127;210;33;0;Married;10.9;Choco Bar;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";8800;6;52800;2022-09-28
TR36756;214;52;0;Married;13.14;Coffee Candy;Bonafid;Gita;General Trade;-7,250445;"112,768845";9400;3;28200;2022-09-28
TR55506;348;29;1;Married;4.64;Coffee Candy;Priangan;Priangan;Modern Trade;-5,45;"105,26667";9400;5;47000;2022-09-28
TR6012;42;60;0;Married;10.28;Thai Tea;Bonafid;Gita;General Trade;-7,250445;"112,768845";4200;3;12600;2022-09-28
TR61352;441;19;0;Single;2.66;Thai Tea;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";4200;3;12600;2022-09-28
TR63205;390;20;1;Single;3.7;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;4;40000;2022-09-28
TR6321;231;51;1;Married;16.59;Crackers;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";7500;1;7500;2022-09-28
TR84132;64;48;1;Married;7.92;Ginger Candy ;Buana;Buana;General Trade;-1,26916;"116,825264";3200;5;16000;2022-09-28
TR8692;91;59;0;Married;9.85;Oat;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";16000;1;16000;2022-09-28
TR87938;267;22;0;Single;0;Ginger Candy ;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";3200;3;9600;2022-09-28
TR9239;334;70;0;Married;5.99;Oat;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";16000;2;32000;2022-09-28
TR98490;227;33;0;Married;7.72;Yoghurt;Buana Indah;Buana;General Trade;"3,316694";"114,590111";10000;3;30000;2022-09-28
TR1019;380;40;0;Married;5.77;Crackers;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";7500;1;7500;2022-09-29
TR23280;222;45;0;Married;15.03;Ginger Candy ;Buana Indah;Buana;General Trade;"3,316694";"114,590111";3200;7;22400;2022-09-29
TR26554;234;61;1;Married;10.86;Potato Chip;Priangan;Priangan;Modern Trade;-5,45;"105,26667";12000;5;60000;2022-09-29
TR34125;300;25;1;Single;4.22;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;2;8400;2022-09-29
TR34507;22;34;0;Single;9.91;Choco Bar;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";8800;8;70400;2022-09-29
TR38076;374;32;0;Single;5.4;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;2;30000;2022-09-29
TR69931;357;48;0;Married;18.14;Coffee Candy;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";9400;2;18800;2022-09-29
TR74446;294;54;1;Married;19.07;Thai Tea;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";4200;2;8400;2022-09-29
TR7977;393;22;0;Single;0;Ginger Candy ;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";3200;3;9600;2022-09-29
TR79886;326;24;1;Single;2.69;Ginger Candy ;Buana;Buana;General Trade;-1,26916;"116,825264";3200;3;9600;2022-09-29
TR88017;192;26;0;Single;4.47;Crackers;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";7500;4;30000;2022-09-29
TR91518;364;27;1;Married;3.41;Yoghurt;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";10000;6;60000;2022-09-29
TR99679;52;37;0;Married;3.73;Crackers;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";7500;6;45000;2022-09-29
TR12433;75;34;0;Married;9.69;Potato Chip;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";12000;3;36000;2022-09-30
TR14982;106;24;0;Single;6.79;Potato Chip;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";12000;4;48000;2022-09-30
TR22237;204;53;0;Married;9.46;Potato Chip;Buana;Buana;General Trade;-1,26916;"116,825264";12000;2;24000;2022-09-30
TR2480;295;34;0;Married;4.78;Yoghurt;Buana Indah;Buana;General Trade;"3,316694";"114,590111";10000;6;60000;2022-09-30
TR41527;357;48;0;Married;18.14;Coffee Candy;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";9400;5;47000;2022-09-30
TR44880;440;40;0;Married;3.47;Cheese Stick;Buana Indah;Buana;General Trade;"3,316694";"114,590111";15000;2;30000;2022-09-30
TR59839;211;29;0;Married;3.54;Coffee Candy;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";9400;2;18800;2022-09-30
TR68002;313;46;0;Married;15.39;Cheese Stick;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";15000;5;75000;2022-09-30
TR72219;18;47;0;Married;13.6;Choco Bar;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";8800;6;52800;2022-09-30
TR77676;314;35;0;Married;6.64;Choco Bar;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";8800;2;17600;2022-09-30
TR78743;361;26;1;Single;0.06;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;5;50000;2022-09-30
TR86571;93;32;0;Married;4.85;Coffee Candy;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";9400;6;56400;2022-09-30
TR89153;435;29;1;Married;3.61;Ginger Candy ;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";3200;6;19200;2022-09-30
TR1658;112;31;1;Married;4.44;Coffee Candy;Buana Indah;Buana;General Trade;"3,316694";"114,590111";9400;5;47000;2022-10-01
TR16684;390;20;1;Single;3.7;Crackers;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";7500;3;22500;2022-10-01
TR17971;199;41;0;Married;7.9;Potato Chip;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";12000;4;48000;2022-10-01
TR20639;11;42;0;Married;12.25;Crackers;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";7500;2;15000;2022-10-01
TR26746;116;51;1;Married;15.77;Choco Bar;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";8800;4;35200;2022-10-01
TR34994;366;18;0;Single;0;Cheese Stick;Priangan;Priangan;Modern Trade;-5,45;"105,26667";15000;3;45000;2022-10-01
TR40987;69;26;0;Single;2.84;Choco Bar;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";8800;10;88000;2022-10-01
TR42458;415;44;0;Married;18.57;Cashew;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";18000;3;54000;2022-10-01
TR51955;380;40;0;Married;5.77;Thai Tea;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";4200;4;16800;2022-10-01
TR54757;354;53;1;Married;16.94;Choco Bar;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";8800;4;35200;2022-10-01
TR57626;263;40;1;Married;10.21;Yoghurt;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";10000;2;20000;2022-10-01
TR65092;137;34;1;Married;6.36;Crackers;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";7500;5;37500;2022-10-01
TR65271;391;26;0;Married;4.98;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;1;15000;2022-10-01
TR72090;31;38;0;Married;9.61;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;5;75000;2022-10-01
TR72149;263;40;1;Married;10.21;Thai Tea;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";4200;4;16800;2022-10-01
TR75274;278;31;1;Married;9.76;Thai Tea;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";4200;5;21000;2022-10-01
TR75925;393;22;0;Single;0;Potato Chip;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";12000;2;24000;2022-10-01
TR80747;177;33;1;Married;8.06;Thai Tea;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";4200;5;21000;2022-10-01
TR83318;18;47;0;Married;13.6;Cheese Stick;Buana Indah;Buana;General Trade;"3,316694";"114,590111";15000;3;45000;2022-10-01
TR85958;176;54;1;Married;18.32;Thai Tea;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";4200;3;12600;2022-10-01
TR89612;414;21;1;Single;0.74;Oat;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";16000;1;16000;2022-10-01
TR90125;273;27;1;Married;3.32;Yoghurt;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";10000;7;70000;2022-10-01
TR14928;120;30;0;Married;2.48;Oat;Priangan;Priangan;Modern Trade;-5,45;"105,26667";16000;3;48000;2022-10-02
TR20910;345;31;0;Married;5.06;Thai Tea;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";4200;4;16800;2022-10-02
TR23865;67;19;0;Single;0;Oat;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";16000;1;16000;2022-10-02
TR334;88;21;0;Single;2.97;Coffee Candy;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";9400;3;28200;2022-10-02
TR44743;115;39;0;Married;5.07;Ginger Candy ;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";3200;5;16000;2022-10-02
TR46316;51;36;0;Married;7.95;Cashew;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";18000;1;18000;2022-10-02
TR52118;271;29;0;Married;4.74;Thai Tea;Bonafid;Gita;General Trade;-7,250445;"112,768845";4200;3;12600;2022-10-02
TR55682;112;31;1;Married;4.44;Ginger Candy ;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";3200;3;9600;2022-10-02
TR65269;221;23;1;Single;7.5;Choco Bar;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";8800;9;79200;2022-10-02
TR67673;304;34;0;Single;8.55;Coffee Candy;Bonafid;Gita;General Trade;-7,250445;"112,768845";9400;3;28200;2022-10-02
TR79482;45;53;0;Married;9.25;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;3;45000;2022-10-02
TR80631;150;61;1;Married;8.56;Potato Chip;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";12000;4;48000;2022-10-02
TR82953;356;56;0;Married;13.25;Ginger Candy ;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";3200;6;19200;2022-10-02
TR92613;383;39;0;Married;3.27;Yoghurt;Bonafid;Gita;General Trade;-7,250445;"112,768845";10000;7;70000;2022-10-02
TR95149;335;29;1;Single;4.74;Ginger Candy ;Bonafid;Gita;General Trade;-7,250445;"112,768845";3200;3;9600;2022-10-02
TR95157;315;29;1;Married;4.18;Cheese Stick;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";15000;1;15000;2022-10-02
TR2790;89;32;0;Married;9.68;Cashew;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";18000;4;72000;2022-10-03
TR32591;341;43;1;Married;3.24;Yoghurt;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";10000;4;40000;2022-10-03
TR33687;240;22;1;Single;3.33;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;5;75000;2022-10-03
TR44456;29;59;1;Married;10.5;Ginger Candy ;Bonafid;Gita;General Trade;-7,250445;"112,768845";3200;5;16000;2022-10-03
TR45567;88;21;0;Single;2.97;Potato Chip;Bonafid;Gita;General Trade;-7,250445;"112,768845";12000;4;48000;2022-10-03
TR6404;177;33;1;Married;8.06;Cheese Stick;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";15000;5;75000;2022-10-03
TR69803;77;26;0;Married;4.67;Yoghurt;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";10000;1;10000;2022-10-03
TR73501;299;37;1;Married;4.54;Potato Chip;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";12000;2;24000;2022-10-03
TR87367;181;33;1;Married;9.94;Choco Bar;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";8800;6;52800;2022-10-03
TR87395;167;28;1;Married;2.91;Thai Tea;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";4200;3;12600;2022-10-03
TR98291;233;43;1;Married;5.69;Choco Bar;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";8800;4;35200;2022-10-03
TR25143;225;59;1;Married;10.59;Cashew;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";18000;4;72000;2022-10-04
TR3673;351;45;1;Married;18.34;Crackers;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";7500;2;15000;2022-10-04
TR39426;292;31;0;Single;9.57;Oat;Buana Indah;Buana;General Trade;"3,316694";"114,590111";16000;3;48000;2022-10-04
TR43956;348;29;1;Married;4.64;Yoghurt;Buana;Buana;General Trade;-1,26916;"116,825264";10000;6;60000;2022-10-04
TR45029;422;21;1;Single;3.88;Crackers;Buana;Buana;General Trade;-1,26916;"116,825264";7500;3;22500;2022-10-04
TR4541;275;41;0;Married;15.33;Yoghurt;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";10000;7;70000;2022-10-04
TR47937;121;26;0;Single;2.93;Thai Tea;Priangan;Priangan;Modern Trade;-5,45;"105,26667";4200;2;8400;2022-10-04
TR49663;396;36;1;Married;9.18;Coffee Candy;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";9400;4;37600;2022-10-04
TR59640;447;54;1;Married;20.37;Cheese Stick;Priangan;Priangan;Modern Trade;-5,45;"105,26667";15000;1;15000;2022-10-04
TR64334;39;66;1;Married;6.19;Thai Tea;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";4200;4;16800;2022-10-04
TR69131;92;60;0;Married;10.72;Ginger Candy ;Buana Indah;Buana;General Trade;"3,316694";"114,590111";3200;5;16000;2022-10-04
TR77750;237;35;1;Married;8.14;Coffee Candy;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";9400;3;28200;2022-10-04
TR78736;213;24;1;Single;5.72;Potato Chip;Bonafid;Gita;General Trade;-7,250445;"112,768845";12000;5;60000;2022-10-04
TR8174;365;28;0;Single;6.05;Thai Tea;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";4200;4;16800;2022-10-04
TR83351;227;33;0;Married;7.72;Ginger Candy ;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";3200;4;12800;2022-10-04
TR91166;103;31;1;Single;4.01;Cheese Stick;Buana;Buana;General Trade;-1,26916;"116,825264";15000;2;30000;2022-10-04
TR10199;442;42;1;Married;14.88;Potato Chip;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";12000;2;24000;2022-10-05
TR12193;140;54;0;Married;9.57;Oat;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";16000;1;16000;2022-10-05
TR15108;206;68;0;Married;8.3;Coffee Candy;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";9400;4;37600;2022-10-05
TR24234;281;35;0;Married;3.03;Ginger Candy ;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";3200;4;12800;2022-10-05
TR39714;372;31;1;Married;6.19;Potato Chip;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";12000;3;36000;2022-10-05
TR51245;333;47;0;Married;17.99;Ginger Candy ;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";3200;3;9600;2022-10-05
TR51752;363;35;0;Married;6.05;Coffee Candy;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";9400;5;47000;2022-10-05
TR52006;395;28;0;Married;3.39;Yoghurt;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";10000;3;30000;2022-10-05
TR52098;160;48;1;Married;12.57;Choco Bar;Bonafid;Gita;General Trade;-7,250445;"112,768845";8800;4;35200;2022-10-05
TR52271;329;19;1;Single;0;Ginger Candy ;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";3200;6;19200;2022-10-05
TR59865;45;53;0;Married;9.25;Choco Bar;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";8800;9;79200;2022-10-05
TR6089;174;45;1;Married;17.34;Yoghurt;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";10000;3;30000;2022-10-05
TR61864;189;59;1;Single;5.15;Thai Tea;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";4200;3;12600;2022-10-05
TR63320;392;45;0;Married;19.68;Cheese Stick;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";15000;3;45000;2022-10-05
TR73084;272;60;0;Married;4.05;Crackers;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";7500;4;30000;2022-10-05
TR82135;290;19;1;Single;0.98;Yoghurt;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";10000;4;40000;2022-10-05
TR86578;192;26;0;Single;4.47;Crackers;Priangan;Priangan;Modern Trade;-5,45;"105,26667";7500;4;30000;2022-10-05
TR98298;92;60;0;Married;10.72;Cheese Stick;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";15000;2;30000;2022-10-05
TR22429;7;31;0;Married;4.57;Potato Chip;Buana Indah;Buana;General Trade;"3,316694";"114,590111";12000;1;12000;2022-10-06
TR24135;288;22;0;Single;0;Oat;Buana;Buana;General Trade;-1,26916;"116,825264";16000;3;48000;2022-10-06
TR26800;370;26;1;Single;1.28;Oat;Sinar Harapan;Harapan Baru;General Trade;"5,54829";"95,323753";16000;3;48000;2022-10-06
TR30751;48;32;0;Married;10.62;Cashew;Bonafid;Gita;General Trade;-7,250445;"112,768845";18000;4;72000;2022-10-06
TR37647;23;57;1;Married;12.56;Choco Bar;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";8800;4;35200;2022-10-06
TR47994;444;53;0;Married;15.31;Cashew;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";18000;1;18000;2022-10-06
TR62253;399;52;1;Single;33.77;Ginger Candy ;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";3200;3;9600;2022-10-06
TR71158;278;31;1;Married;9.76;Cheese Stick;Bonafid;Gita;General Trade;-7,250445;"112,768845";15000;1;15000;2022-10-06
TR71627;437;33;1;Married;3.49;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;5;21000;2022-10-06
TR94680;81;44;0;Married;19.49;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;5;75000;2022-10-06
TR11417;225;59;1;Married;10.59;Coffee Candy;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";9400;5;47000;2022-10-07
TR1265;189;59;1;Single;5.15;Ginger Candy ;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";3200;6;19200;2022-10-07
TR17826;439;35;0;Single;12.34;Ginger Candy ;Buana;Buana;General Trade;-1,26916;"116,825264";3200;3;9600;2022-10-07
TR21751;403;30;0;Married;4.06;Yoghurt;Buana Indah;Buana;General Trade;"3,316694";"114,590111";10000;5;50000;2022-10-07
TR2502;7;31;0;Married;4.57;Cashew;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";18000;2;36000;2022-10-07
TR260;325;37;0;Single;3.25;Yoghurt;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";10000;2;20000;2022-10-07
TR32105;163;47;1;Married;6.3;Crackers;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";7500;4;30000;2022-10-07
TR34370;18;47;0;Married;13.6;Potato Chip;Buana;Buana;General Trade;-1,26916;"116,825264";12000;1;12000;2022-10-07
TR39049;375;58;0;Married;8.39;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;2;30000;2022-10-07
TR43256;358;32;1;Married;3.2;Ginger Candy ;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";3200;5;16000;2022-10-07
TR5291;12;2;1;Married;4.94;Cheese Stick;Bonafid;Gita;General Trade;-7,250445;"112,768845";15000;5;75000;2022-10-07
TR6940;57;33;1;Married;6.5;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;4;16800;2022-10-07
TR8161;28;55;0;Married;6.08;Thai Tea;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";4200;3;12600;2022-10-07
TR81906;101;61;1;Married;54.2;Yoghurt;Prestasi Utama;Prestasi;General Trade;-2,990934;"104,756554";10000;2;20000;2022-10-07
TR86629;135;41;0;Married;3.28;Oat;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";16000;3;48000;2022-10-07
TR93319;9;33;0;Married;9.92;Thai Tea;Buana;Buana;General Trade;-1,26916;"116,825264";4200;4;16800;2022-10-07
TR14202;119;26;1;Single;5.54;Oat;Buana;Buana;General Trade;-1,26916;"116,825264";16000;2;32000;2022-10-08
TR49065;235;37;0;Married;5.35;Thai Tea;Buana Indah;Buana;General Trade;"3,316694";"114,590111";4200;4;16800;2022-10-08
TR55834;274;48;0;Married;11.99;Oat;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";16000;3;48000;2022-10-08
TR65245;392;45;0;Married;19.68;Oat;Priangan;Priangan;Modern Trade;-5,45;"105,26667";16000;1;16000;2022-10-08
TR77798;339;22;0;Single;2.19;Choco Bar;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";8800;8;70400;2022-10-08
TR78696;262;34;1;Married;5.61;Coffee Candy;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";9400;3;28200;2022-10-08
TR78956;88;21;0;Single;2.97;Ginger Candy ;Buana Indah;Buana;General Trade;"3,316694";"114,590111";3200;5;16000;2022-10-08
TR84476;311;61;1;Married;7.64;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;4;60000;2022-10-08
TR90182;445;51;0;Married;14.48;Coffee Candy;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";9400;3;28200;2022-10-08
TR99448;139;38;1;Married;5.17;Cashew;Priangan;Priangan;Modern Trade;-5,45;"105,26667";18000;1;18000;2022-10-08
TR15208;39;66;1;Married;6.19;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;1;15000;2022-10-09
TR18364;23;57;1;Married;12.56;Crackers;Buana Indah;Buana;General Trade;"3,316694";"114,590111";7500;6;45000;2022-10-09
TR20290;55;34;1;Married;8.44;Choco Bar;Buana Indah;Buana;General Trade;"3,316694";"114,590111";8800;8;70400;2022-10-09
TR28599;356;56;0;Married;13.25;Coffee Candy;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";9400;3;28200;2022-10-09
TR43316;171;40;0;Married;10.05;Ginger Candy ;Gita Ginara;Gita;General Trade;-6,966667;"110,416664";3200;4;12800;2022-10-09
TR51042;24;37;0;Married;9.53;Crackers;Sinar Harapan;Prestasi;General Trade;"0,533505";"101,447403";7500;6;45000;2022-10-09
TR74251;247;33;1;Married;8.11;Ginger Candy ;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";3200;3;9600;2022-10-09
TR81175;247;33;1;Married;8.11;Oat;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";16000;2;32000;2022-10-09
TR85559;377;53;0;Single;10.39;Choco Bar;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";8800;3;26400;2022-10-09
TR10179;367;43;0;Married;10.96;Cheese Stick;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";15000;3;45000;2022-10-10
TR12173;429;37;1;Married;8.97;Ginger Candy ;Bonafid;Gita;General Trade;-7,250445;"112,768845";3200;4;12800;2022-10-10
TR24154;294;54;1;Married;19.07;Ginger Candy ;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";3200;4;12800;2022-10-10
TR35698;436;51;1;Married;18.89;Oat;Bonafid;Gita;General Trade;-7,250445;"112,768845";16000;3;48000;2022-10-10
TR39362;154;31;0;Married;8.36;Ginger Candy ;Buana Indah;Buana;General Trade;"3,316694";"114,590111";3200;7;22400;2022-10-10
TR41201;229;32;0;Married;10.17;Potato Chip;Priangan;Priangan;Modern Trade;-5,45;"105,26667";12000;5;60000;2022-10-10
TR421;315;29;1;Married;4.18;Coffee Candy;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";9400;5;47000;2022-10-10
TR52164;105;61;0;Married;7.54;Crackers;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";7500;2;15000;2022-10-10
TR61163;405;18;0;Single;0;Coffee Candy;Buana Indah;Buana;General Trade;"3,316694";"114,590111";9400;2;18800;2022-10-10
TR75968;6;23;0;Married;2.33;Ginger Candy ;Buana Indah;Buana;General Trade;"3,316694";"114,590111";3200;7;22400;2022-10-10
TR94196;34;45;0;Married;6.36;Ginger Candy ;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";3200;7;22400;2022-10-10
TR33812;190;34;1;Married;8.85;Cheese Stick;Bonafid;Gita;General Trade;-7,250445;"112,768845";15000;4;60000;2022-10-11
TR49207;45;53;0;Married;9.25;Potato Chip;Buana Indah;Buana;General Trade;"3,316694";"114,590111";12000;2;24000;2022-10-11
TR53881;230;40;1;Married;4.32;Coffee Candy;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";9400;3;28200;2022-10-11
TR54137;212;36;0;Married;7.96;Crackers;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";7500;1;7500;2022-10-11
TR62463;373;55;1;Married;14.59;Potato Chip;Bonafid;Gita;General Trade;-7,250445;"112,768845";12000;5;60000;2022-10-11
TR69655;415;44;0;Married;18.57;Potato Chip;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";12000;1;12000;2022-10-11
TR74570;415;44;0;Married;18.57;Potato Chip;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";12000;1;12000;2022-10-11
TR87080;53;32;0;Married;7.36;Crackers;Lingga;Lingga;Modern Trade;-3,654703;"128,190643";7500;4;30000;2022-10-11
TR87386;247;33;1;Married;8.11;Choco Bar;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";8800;3;26400;2022-10-11
TR98889;16;52;0;Married;11.8;Thai Tea;Lingga;Lingga;Modern Trade;-5,135399;"119,42379";4200;3;12600;2022-10-11
TR12750;417;47;1;Married;12.75;Cheese Stick;Prima Kota;Prima;Modern Trade;-7,797068;"110,370529";15000;4;60000;2022-10-12
TR14595;325;37;0;Single;3.25;Cheese Stick;Prima Tendean;Prima;Modern Trade;-6,2;"106,816666";15000;2;30000;2022-10-12
TR1669;194;31;1;Married;4.33;Oat;Buana;Buana;General Trade;-1,26916;"116,825264";16000;2;32000;2022-10-12
TR30203;132;41;0;Married;17.69;Cheese Stick;Prima Kelapa Dua;Prima;Modern Trade;-6,914864;"107,608238";15000;4;60000;2022-10-12
TR32042;283;19;1;Single;0;Coffee Candy;Harapan Baru;Harapan Baru;General Trade;"3,597031";"98,678513";9400;6;56400;2022-10-12
TR34767;254;58;0;Single;6.05;Cheese Stick;Priangan;Priangan;Modern Trade;-5,45;"105,26667";15000;4;60000;2022-10-12
TR38063;54;42;0;Single;9.68;Coffee Candy;Bonafid;Gita;General Trade;-7,250445;"112,768845";9400;5;47000;2022-10-12
