"transactionid";"customerid";"productid";"price";"qty";"totalamount";"storeid";"DATE"
TR72018;327;9;10000;3;30000;7;2022-09-26
TR81533;432;7;9400;5;47000;14;2022-09-26
TR87156;370;5;4200;3;12600;9;2022-09-26
TR89272;82;10;15000;4;60000;2;2022-09-26
TR9106;123;3;7500;4;30000;12;2022-09-26
TR94108;248;5;4200;5;21000;6;2022-09-26
TR13328;317;3;7500;4;30000;10;2022-09-27
TR21426;232;3;7500;3;22500;1;2022-09-27
TR29785;348;8;16000;2;32000;4;2022-09-27
TR29985;445;6;18000;4;72000;4;2022-09-27
TR38719;63;1;8800;6;52800;9;2022-09-27
TR38924;9;5;4200;5;21000;14;2022-09-27
TR51334;106;10;15000;4;60000;9;2022-09-27
TR52155;412;5;4200;2;8400;13;2022-09-27
TR70565;210;8;16000;3;48000;10;2022-09-27
TR78366;196;5;4200;2;8400;11;2022-09-27
TR79589;288;5;4200;5;21000;3;2022-09-27
TR85542;26;10;15000;1;15000;1;2022-09-27
TR92582;281;10;15000;5;75000;7;2022-09-27
TR94089;129;1;8800;9;79200;14;2022-09-27
TR11012;78;5;4200;5;21000;14;2022-09-28
TR17567;435;9;10000;6;60000;12;2022-09-28
TR22179;380;6;18000;1;18000;4;2022-09-28
TR258;45;3;7500;4;30000;7;2022-09-28
TR36127;210;1;8800;6;52800;3;2022-09-28
TR36756;214;7;9400;3;28200;5;2022-09-28
TR55506;348;7;9400;5;47000;14;2022-09-28
TR6012;42;5;4200;3;12600;5;2022-09-28
TR61352;441;5;4200;3;12600;1;2022-09-28
TR63205;390;9;10000;4;40000;11;2022-09-28
TR6321;231;3;7500;1;7500;10;2022-09-28
TR84132;64;2;3200;5;16000;13;2022-09-28
TR8692;91;8;16000;1;16000;9;2022-09-28
TR87938;267;2;3200;3;9600;6;2022-09-28
TR9239;334;8;16000;2;32000;10;2022-09-28
TR98490;227;9;10000;3;30000;7;2022-09-28
TR1019;380;3;7500;1;7500;8;2022-09-29
TR23280;222;2;3200;7;22400;7;2022-09-29
TR26554;234;4;12000;5;60000;14;2022-09-29
TR34125;300;5;4200;2;8400;3;2022-09-29
TR34507;22;1;8800;8;70400;11;2022-09-29
TR38076;374;10;15000;2;30000;1;2022-09-29
TR69931;357;7;9400;2;18800;11;2022-09-29
TR74446;294;5;4200;2;8400;3;2022-09-29
TR7977;393;2;3200;3;9600;9;2022-09-29
TR79886;326;2;3200;3;9600;13;2022-09-29
TR88017;192;3;7500;4;30000;2;2022-09-29
TR91518;364;9;10000;6;60000;8;2022-09-29
TR99679;52;3;7500;6;45000;2;2022-09-29
TR12433;75;4;12000;3;36000;11;2022-09-30
TR14982;106;4;12000;4;48000;2;2022-09-30
TR22237;204;4;12000;2;24000;13;2022-09-30
TR2480;295;9;10000;6;60000;7;2022-09-30
TR41527;357;7;9400;5;47000;11;2022-09-30
TR44880;440;10;15000;2;30000;7;2022-09-30
TR59839;211;7;9400;2;18800;2;2022-09-30
TR68002;313;10;15000;5;75000;12;2022-09-30
TR72219;18;1;8800;6;52800;3;2022-09-30
TR77676;314;1;8800;2;17600;8;2022-09-30
TR78743;361;9;10000;5;50000;11;2022-09-30
TR86571;93;7;9400;6;56400;12;2022-09-30
TR89153;435;2;3200;6;19200;12;2022-09-30
TR1658;112;7;9400;5;47000;7;2022-10-01
TR16684;390;3;7500;3;22500;10;2022-10-01
TR17971;199;4;12000;4;48000;10;2022-10-01
TR20639;11;3;7500;2;15000;10;2022-10-01
TR26746;116;1;8800;4;35200;12;2022-10-01
TR34994;366;10;15000;3;45000;14;2022-10-01
TR40987;69;1;8800;10;88000;11;2022-10-01
TR42458;415;6;18000;3;54000;12;2022-10-01
TR51955;380;5;4200;4;16800;1;2022-10-01
TR54757;354;1;8800;4;35200;9;2022-10-01
TR57626;263;9;10000;2;20000;3;2022-10-01
TR65092;137;3;7500;5;37500;2;2022-10-01
TR65271;391;10;15000;1;15000;2;2022-10-01
TR72090;31;10;15000;5;75000;1;2022-10-01
TR72149;263;5;4200;4;16800;11;2022-10-01
TR75274;278;5;4200;5;21000;4;2022-10-01
TR75925;393;4;12000;2;24000;6;2022-10-01
TR80747;177;5;4200;5;21000;8;2022-10-01
TR83318;18;10;15000;3;45000;7;2022-10-01
TR85958;176;5;4200;3;12600;9;2022-10-01
TR89612;414;8;16000;1;16000;12;2022-10-01
TR90125;273;9;10000;7;70000;4;2022-10-01
TR14928;120;8;16000;3;48000;14;2022-10-02
TR20910;345;5;4200;4;16800;10;2022-10-02
TR23865;67;8;16000;1;16000;10;2022-10-02
TR334;88;7;9400;3;28200;10;2022-10-02
TR44743;115;2;3200;5;16000;3;2022-10-02
TR46316;51;6;18000;1;18000;9;2022-10-02
TR52118;271;5;4200;3;12600;5;2022-10-02
TR55682;112;2;3200;3;9600;1;2022-10-02
TR65269;221;1;8800;9;79200;3;2022-10-02
TR67673;304;7;9400;3;28200;5;2022-10-02
TR79482;45;10;15000;3;45000;13;2022-10-02
TR80631;150;4;12000;4;48000;11;2022-10-02
TR82953;356;2;3200;6;19200;8;2022-10-02
TR92613;383;9;10000;7;70000;5;2022-10-02
TR95149;335;2;3200;3;9600;5;2022-10-02
TR95157;315;10;15000;1;15000;12;2022-10-02
TR2790;89;6;18000;4;72000;2;2022-10-03
TR32591;341;9;10000;4;40000;11;2022-10-03
TR33687;240;10;15000;5;75000;1;2022-10-03
TR44456;29;2;3200;5;16000;5;2022-10-03
TR45567;88;4;12000;4;48000;5;2022-10-03
TR6404;177;10;15000;5;75000;12;2022-10-03
TR69803;77;9;10000;1;10000;1;2022-10-03
TR73501;299;4;12000;2;24000;10;2022-10-03
TR87367;181;1;8800;6;52800;10;2022-10-03
TR87395;167;5;4200;3;12600;12;2022-10-03
TR98291;233;1;8800;4;35200;1;2022-10-03
TR25143;225;6;18000;4;72000;4;2022-10-04
TR3673;351;3;7500;2;15000;1;2022-10-04
TR39426;292;8;16000;3;48000;7;2022-10-04
TR43956;348;9;10000;6;60000;13;2022-10-04
TR45029;422;3;7500;3;22500;13;2022-10-04
TR4541;275;9;10000;7;70000;9;2022-10-04
TR47937;121;5;4200;2;8400;14;2022-10-04
TR49663;396;7;9400;4;37600;8;2022-10-04
TR59640;447;10;15000;1;15000;14;2022-10-04
TR64334;39;5;4200;4;16800;12;2022-10-04
TR69131;92;2;3200;5;16000;7;2022-10-04
TR77750;237;7;9400;3;28200;6;2022-10-04
TR78736;213;4;12000;5;60000;5;2022-10-04
TR8174;365;5;4200;4;16800;8;2022-10-04
TR83351;227;2;3200;4;12800;10;2022-10-04
TR91166;103;10;15000;2;30000;13;2022-10-04
TR10199;442;4;12000;2;24000;9;2022-10-05
TR12193;140;8;16000;1;16000;8;2022-10-05
TR15108;206;7;9400;4;37600;9;2022-10-05
TR24234;281;2;3200;4;12800;9;2022-10-05
TR39714;372;4;12000;3;36000;2;2022-10-05
TR51245;333;2;3200;3;9600;3;2022-10-05
TR51752;363;7;9400;5;47000;3;2022-10-05
TR52006;395;9;10000;3;30000;3;2022-10-05
TR52098;160;1;8800;4;35200;5;2022-10-05
TR52271;329;2;3200;6;19200;10;2022-10-05
TR59865;45;1;8800;9;79200;10;2022-10-05
TR6089;174;9;10000;3;30000;10;2022-10-05
TR61864;189;5;4200;3;12600;4;2022-10-05
TR63320;392;10;15000;3;45000;9;2022-10-05
TR73084;272;3;7500;4;30000;1;2022-10-05
TR82135;290;9;10000;4;40000;6;2022-10-05
TR86578;192;3;7500;4;30000;14;2022-10-05
TR98298;92;10;15000;2;30000;9;2022-10-05
TR22429;7;4;12000;1;12000;7;2022-10-06
TR24135;288;8;16000;3;48000;13;2022-10-06
TR26800;370;8;16000;3;48000;8;2022-10-06
TR30751;48;6;18000;4;72000;5;2022-10-06
TR37647;23;1;8800;4;35200;11;2022-10-06
TR47994;444;6;18000;1;18000;11;2022-10-06
TR62253;399;2;3200;3;9600;3;2022-10-06
TR71158;278;10;15000;1;15000;5;2022-10-06
TR71627;437;5;4200;5;21000;6;2022-10-06
TR94680;81;10;15000;5;75000;2;2022-10-06
TR11417;225;7;9400;5;47000;9;2022-10-07
TR1265;189;2;3200;6;19200;10;2022-10-07
TR17826;439;2;3200;3;9600;13;2022-10-07
TR21751;403;9;10000;5;50000;7;2022-10-07
TR2502;7;6;18000;2;36000;9;2022-10-07
TR260;325;9;10000;2;20000;12;2022-10-07
TR32105;163;3;7500;4;30000;1;2022-10-07
TR34370;18;4;12000;1;12000;13;2022-10-07
TR39049;375;10;15000;2;30000;1;2022-10-07
TR43256;358;2;3200;5;16000;3;2022-10-07
TR5291;12;10;15000;5;75000;5;2022-10-07
TR6940;57;5;4200;4;16800;6;2022-10-07
TR8161;28;5;4200;3;12600;4;2022-10-07
TR81906;101;9;10000;2;20000;12;2022-10-07
TR86629;135;8;16000;3;48000;4;2022-10-07
TR93319;9;5;4200;4;16800;13;2022-10-07
TR14202;119;8;16000;2;32000;13;2022-10-08
TR49065;235;5;4200;4;16800;7;2022-10-08
TR55834;274;8;16000;3;48000;9;2022-10-08
TR65245;392;8;16000;1;16000;14;2022-10-08
TR77798;339;1;8800;8;70400;2;2022-10-08
TR78696;262;7;9400;3;28200;10;2022-10-08
TR78956;88;2;3200;5;16000;7;2022-10-08
TR84476;311;10;15000;4;60000;2;2022-10-08
TR90182;445;7;9400;3;28200;9;2022-10-08
TR99448;139;6;18000;1;18000;14;2022-10-08
TR15208;39;10;15000;1;15000;2;2022-10-09
TR18364;23;3;7500;6;45000;7;2022-10-09
TR20290;55;1;8800;8;70400;7;2022-10-09
TR28599;356;7;9400;3;28200;1;2022-10-09
TR43316;171;2;3200;4;12800;4;2022-10-09
TR51042;24;3;7500;6;45000;11;2022-10-09
TR74251;247;2;3200;3;9600;3;2022-10-09
TR81175;247;8;16000;2;32000;3;2022-10-09
TR85559;377;1;8800;3;26400;1;2022-10-09
TR10179;367;10;15000;3;45000;9;2022-10-10
TR12173;429;2;3200;4;12800;5;2022-10-10
TR24154;294;2;3200;4;12800;6;2022-10-10
TR35698;436;8;16000;3;48000;5;2022-10-10
TR39362;154;2;3200;7;22400;7;2022-10-10
TR41201;229;4;12000;5;60000;14;2022-10-10
TR421;315;7;9400;5;47000;3;2022-10-10
TR52164;105;3;7500;2;15000;10;2022-10-10
TR61163;405;7;9400;2;18800;7;2022-10-10
TR75968;6;2;3200;7;22400;7;2022-10-10
TR94196;34;2;3200;7;22400;9;2022-10-10
TR33812;190;10;15000;4;60000;5;2022-10-11
TR49207;45;4;12000;2;24000;7;2022-10-11
TR53881;230;7;9400;3;28200;3;2022-10-11
TR54137;212;3;7500;1;7500;2;2022-10-11
TR62463;373;4;12000;5;60000;5;2022-10-11
TR69655;415;4;12000;1;12000;9;2022-10-11
TR74570;415;4;12000;1;12000;6;2022-10-11
TR87080;53;3;7500;4;30000;9;2022-10-11
TR87386;247;1;8800;3;26400;1;2022-10-11
TR98889;16;5;4200;3;12600;6;2022-10-11
TR12750;417;10;15000;4;60000;3;2022-10-12
TR14595;325;10;15000;2;30000;1;2022-10-12
TR1669;194;8;16000;2;32000;13;2022-10-12
TR30203;132;10;15000;4;60000;2;2022-10-12
TR32042;283;7;9400;6;56400;10;2022-10-12
TR34767;254;10;15000;4;60000;14;2022-10-12
TR38063;54;7;9400;5;47000;5;2022-10-12
TR4694;273;1;8800;6;52800;2;2022-10-12
TR65667;162;3;7500;2;15000;6;2022-10-12
TR65788;292;5;4200;5;21000;10;2022-10-12
TR68474;362;2;3200;6;19200;11;2022-10-12
TR81829;251;5;4200;5;21000;6;2022-10-12
TR84402;270;10;15000;1;15000;6;2022-10-12
TR87413;303;1;8800;10;88000;9;2022-10-12
TR10741;69;7;9400;6;56400;10;2022-10-13
TR11377;235;2;3200;6;19200;1;2022-10-13
TR11846;46;4;12000;2;24000;1;2022-10-13
TR15642;264;5;4200;3;12600;1;2022-10-13
TR41140;345;6;18000;2;36000;10;2022-10-13
TR60913;201;4;12000;4;48000;5;2022-10-13
TR61837;428;10;15000;2;30000;14;2022-10-13
TR6881;219;9;10000;1;10000;8;2022-10-13
TR82394;24;5;4200;2;8400;4;2022-10-13
TR84002;12;7;9400;2;18800;5;2022-10-13
TR17085;73;7;9400;5;47000;9;2022-10-14
TR36057;376;3;7500;5;37500;2;2022-10-14
TR38268;275;2;3200;6;19200;1;2022-10-14
TR59381;53;5;4200;3;12600;1;2022-10-14
TR60092;182;5;4200;3;12600;6;2022-10-14
TR66049;104;8;16000;3;48000;2;2022-10-14
TR72489;1;8;16000;2;32000;13;2022-10-14
TR73723;312;10;15000;5;75000;3;2022-10-14
TR76331;266;9;10000;7;70000;7;2022-10-14
TR78261;23;10;15000;5;75000;7;2022-10-14
TR79608;337;3;7500;3;22500;12;2022-10-14
TR80906;232;7;9400;3;28200;11;2022-10-14
TR81012;436;10;15000;1;15000;5;2022-10-14
TR9215;336;10;15000;5;75000;4;2022-10-14
TR10144;32;1;8800;4;35200;11;2022-10-15
TR25292;221;8;16000;1;16000;13;2022-10-15
TR3740;107;8;16000;2;32000;13;2022-10-15
TR39305;112;10;15000;5;75000;3;2022-10-15
TR7220;424;3;7500;2;15000;2;2022-10-15
TR73062;200;7;9400;3;28200;14;2022-10-15
TR79875;433;10;15000;3;45000;13;2022-10-15
TR90674;150;3;7500;2;15000;13;2022-10-15
TR97982;193;2;3200;6;19200;5;2022-10-15
TR98472;273;5;4200;5;21000;3;2022-10-15
TR27722;218;4;12000;1;12000;13;2022-10-16
TR60087;152;7;9400;4;37600;8;2022-10-16
TR64308;173;10;15000;4;60000;4;2022-10-16
TR65240;406;4;12000;2;24000;10;2022-10-16
TR6702;416;5;4200;2;8400;2;2022-10-16
TR72825;257;7;9400;5;47000;6;2022-10-16
TR83792;310;3;7500;5;37500;5;2022-10-16
TR91532;44;5;4200;3;12600;9;2022-10-16
TR15963;134;6;18000;2;36000;14;2022-10-17
TR20813;159;4;12000;2;24000;9;2022-10-17
TR21587;425;4;12000;1;12000;4;2022-10-17
TR22812;276;8;16000;2;32000;5;2022-10-17
TR23917;218;5;4200;3;12600;8;2022-10-17
TR35681;204;6;18000;1;18000;14;2022-10-17
TR36725;393;4;12000;5;60000;6;2022-10-17
TR45061;152;9;10000;2;20000;4;2022-10-17
TR47063;160;3;7500;1;7500;5;2022-10-17
TR57267;14;3;7500;1;7500;2;2022-10-17
TR57603;59;8;16000;2;32000;3;2022-10-17
TR63652;54;8;16000;1;16000;4;2022-10-17
TR64251;234;8;16000;1;16000;14;2022-10-17
TR65444;266;5;4200;5;21000;9;2022-10-17
TR71449;137;5;4200;3;12600;6;2022-10-17
TR77265;149;10;15000;1;15000;2;2022-10-17
TR7768;210;7;9400;5;47000;13;2022-10-17
TR78653;4;3;7500;4;30000;14;2022-10-17
TR95518;376;2;3200;6;19200;6;2022-10-17
TR95719;315;3;7500;5;37500;6;2022-10-17
TR17814;136;8;16000;1;16000;10;2022-10-18
TR29217;236;9;10000;2;20000;4;2022-10-18
TR34339;320;2;3200;3;9600;8;2022-10-18
TR35309;326;9;10000;3;30000;11;2022-10-18
TR40402;220;2;3200;7;22400;14;2022-10-18
TR47938;235;3;7500;4;30000;7;2022-10-18
TR51656;232;5;4200;2;8400;12;2022-10-18
TR55642;166;3;7500;6;45000;6;2022-10-18
TR61220;344;5;4200;2;8400;13;2022-10-18
TR63401;286;4;12000;1;12000;1;2022-10-18
TR7264;102;3;7500;1;7500;13;2022-10-18
TR92483;27;5;4200;4;16800;2;2022-10-18
TR97644;254;1;8800;9;79200;3;2022-10-18
TR99379;295;5;4200;2;8400;12;2022-10-18
TR39584;291;2;3200;6;19200;7;2022-10-19
TR40617;369;5;4200;3;12600;1;2022-10-19
TR51168;132;10;15000;5;75000;4;2022-10-19
TR66342;103;8;16000;3;48000;13;2022-10-19
TR69326;89;9;10000;7;70000;8;2022-10-19
TR69456;53;7;9400;3;28200;3;2022-10-19
TR74904;348;3;7500;6;45000;13;2022-10-19
TR93344;406;10;15000;1;15000;11;2022-10-19
TR16141;282;1;8800;4;35200;1;2022-10-20
TR4093;189;5;4200;3;12600;5;2022-10-20
TR50950;154;5;4200;2;8400;4;2022-10-20
TR58190;16;2;3200;4;12800;3;2022-10-20
TR59111;426;10;15000;2;30000;4;2022-10-20
TR59804;179;5;4200;3;12600;10;2022-10-20
TR62133;19;3;7500;4;30000;4;2022-10-20
TR64677;245;2;3200;6;19200;11;2022-10-20
TR69752;42;4;12000;3;36000;7;2022-10-20
TR85961;254;5;4200;3;12600;3;2022-10-20
TR92378;387;7;9400;2;18800;5;2022-10-20
TR95707;36;8;16000;3;48000;5;2022-10-20
TR14658;1;9;10000;5;50000;1;2022-10-21
TR26041;268;9;10000;5;50000;9;2022-10-21
TR73520;38;2;3200;3;9600;4;2022-10-21
TR81318;203;2;3200;3;9600;6;2022-10-21
TR83379;160;5;4200;3;12600;11;2022-10-21
TR83691;73;5;4200;4;16800;8;2022-10-21
TR84226;48;5;4200;3;12600;4;2022-10-21
TR8561;108;5;4200;4;16800;12;2022-10-21
TR89699;430;5;4200;5;21000;3;2022-10-21
TR30504;8;10;15000;4;60000;10;2022-10-22
TR37673;211;7;9400;5;47000;14;2022-10-22
TR58701;380;1;8800;9;79200;11;2022-10-22
TR71889;198;3;7500;2;15000;13;2022-10-22
TR76159;217;8;16000;3;48000;5;2022-10-22
TR78082;115;1;8800;5;44000;4;2022-10-22
TR78822;308;7;9400;5;47000;11;2022-10-22
TR8182;166;10;15000;4;60000;1;2022-10-22
TR82119;81;7;9400;4;37600;2;2022-10-22
TR85615;370;10;15000;2;30000;10;2022-10-22
TR86251;28;8;16000;1;16000;14;2022-10-22
TR89571;245;5;4200;5;21000;12;2022-10-22
TR94241;396;5;4200;2;8400;2;2022-10-22
TR95975;442;2;3200;3;9600;9;2022-10-22
TR99528;322;9;10000;2;20000;5;2022-10-22
TR10611;151;4;12000;4;48000;7;2022-10-23
TR11528;207;9;10000;7;70000;8;2022-10-23
TR19657;349;5;4200;4;16800;1;2022-10-23
TR20042;445;2;3200;4;12800;13;2022-10-23
TR2234;338;9;10000;7;70000;6;2022-10-23
TR33255;199;10;15000;3;45000;2;2022-10-23
TR36134;275;1;8800;5;44000;10;2022-10-23
TR46820;329;10;15000;2;30000;6;2022-10-23
TR61008;237;4;12000;5;60000;14;2022-10-23
TR67993;411;9;10000;2;20000;7;2022-10-23
TR74802;196;1;8800;4;35200;8;2022-10-23
TR76254;103;8;16000;2;32000;4;2022-10-23
TR77004;366;4;12000;4;48000;6;2022-10-23
TR98418;284;9;10000;6;60000;9;2022-10-23
TR19126;186;2;3200;6;19200;7;2022-10-24
TR44671;388;9;10000;2;20000;1;2022-10-24
TR48675;401;2;3200;5;16000;6;2022-10-24
TR4907;166;9;10000;6;60000;1;2022-10-24
TR53090;107;7;9400;6;56400;9;2022-10-24
TR68000;36;8;16000;2;32000;8;2022-10-24
TR6900;223;10;15000;2;30000;9;2022-10-24
TR89187;372;9;10000;2;20000;3;2022-10-24
TR94900;57;6;18000;3;54000;10;2022-10-24
TR98873;137;7;9400;5;47000;5;2022-10-24
TR50938;373;10;15000;3;45000;1;2022-10-25
TR61977;46;3;7500;4;30000;4;2022-10-25
TR6546;354;2;3200;5;16000;6;2022-10-25
TR7054;331;10;15000;3;45000;10;2022-10-25
TR85256;12;3;7500;5;37500;12;2022-10-25
TR91625;239;9;10000;4;40000;14;2022-10-25
TR99925;280;10;15000;5;75000;12;2022-10-25
TR24197;48;9;10000;4;40000;8;2022-10-26
TR27277;365;10;15000;5;75000;1;2022-10-26
TR39885;183;2;3200;6;19200;1;2022-10-26
TR41139;90;7;9400;4;37600;2;2022-10-26
TR4327;109;5;4200;3;12600;5;2022-10-26
TR73573;293;5;4200;2;8400;10;2022-10-26
TR75594;428;5;4200;5;21000;12;2022-10-26
TR75642;356;5;4200;2;8400;14;2022-10-26
TR81045;269;5;4200;2;8400;4;2022-10-26
TR89915;256;5;4200;5;21000;2;2022-10-26
TR91783;435;6;18000;1;18000;14;2022-10-26
TR92396;120;6;18000;1;18000;2;2022-10-26
TR15484;252;5;4200;4;16800;4;2022-10-27
TR21236;340;6;18000;2;36000;9;2022-10-27
TR22563;231;2;3200;5;16000;8;2022-10-27
TR33327;210;6;18000;2;36000;2;2022-10-27
TR49304;126;9;10000;1;10000;7;2022-10-27
TR51394;30;3;7500;3;22500;6;2022-10-27
TR56012;238;1;8800;5;44000;12;2022-10-27
TR61145;75;8;16000;1;16000;13;2022-10-27
TR74178;85;8;16000;2;32000;6;2022-10-27
TR7687;273;5;4200;3;12600;12;2022-10-27
TR81183;435;10;15000;1;15000;10;2022-10-27
TR88606;56;10;15000;1;15000;8;2022-10-27
TR899;345;8;16000;2;32000;8;2022-10-27
TR95963;68;7;9400;4;37600;8;2022-10-27
TR96423;133;7;9400;3;28200;7;2022-10-27
TR10686;433;8;16000;1;16000;5;2022-10-28
TR24433;152;9;10000;6;60000;6;2022-10-28
TR26928;340;7;9400;2;18800;6;2022-10-28
TR31424;280;4;12000;1;12000;8;2022-10-28
TR44238;63;2;3200;6;19200;1;2022-10-28
TR48522;413;10;15000;2;30000;1;2022-10-28
TR50999;375;2;3200;7;22400;14;2022-10-28
TR55940;70;4;12000;3;36000;4;2022-10-28
TR71886;68;9;10000;5;50000;13;2022-10-28
TR77106;333;4;12000;3;36000;9;2022-10-28
TR85122;1;7;9400;3;28200;5;2022-10-28
TR87453;157;10;15000;5;75000;11;2022-10-28
TR89690;372;7;9400;6;56400;3;2022-10-28
TR97233;24;2;3200;3;9600;3;2022-10-28
TR9777;439;9;10000;2;20000;6;2022-10-28
TR98086;27;8;16000;3;48000;4;2022-10-28
TR18456;8;5;4200;4;16800;8;2022-10-29
TR2373;392;5;4200;5;21000;4;2022-10-29
TR33538;186;4;12000;3;36000;12;2022-10-29
TR35442;276;10;15000;5;75000;13;2022-10-29
TR41951;408;5;4200;3;12600;3;2022-10-29
TR47208;179;10;15000;4;60000;2;2022-10-29
TR47328;415;9;10000;7;70000;9;2022-10-29
TR56654;378;7;9400;6;56400;3;2022-10-29
TR58617;246;4;12000;3;36000;14;2022-10-29
TR65888;318;5;4200;4;16800;2;2022-10-29
TR80548;443;9;10000;4;40000;6;2022-10-29
TR98952;376;2;3200;4;12800;9;2022-10-29
TR13074;436;4;12000;1;12000;5;2022-10-30
TR21978;336;10;15000;4;60000;7;2022-10-30
TR28578;427;9;10000;3;30000;7;2022-10-30
TR33603;44;5;4200;5;21000;10;2022-10-30
TR36983;343;4;12000;4;48000;5;2022-10-30
TR39821;37;7;9400;3;28200;2;2022-10-30
TR41547;257;10;15000;1;15000;2;2022-10-30
TR43705;13;6;18000;3;54000;13;2022-10-30
TR45325;31;7;9400;2;18800;2;2022-10-30
TR59214;283;5;4200;4;16800;2;2022-10-30
TR70821;226;1;8800;8;70400;7;2022-10-30
TR81388;443;5;4200;4;16800;10;2022-10-30
TR84598;137;9;10000;5;50000;14;2022-10-30
TR95724;329;5;4200;5;21000;3;2022-10-30
TR16977;169;4;12000;1;12000;13;2022-10-31
TR18889;365;2;3200;6;19200;8;2022-10-31
TR24957;215;2;3200;5;16000;11;2022-10-31
TR57196;64;7;9400;6;56400;12;2022-10-31
TR71744;418;2;3200;3;9600;11;2022-10-31
TR73229;409;4;12000;2;24000;14;2022-10-31
TR76574;346;10;15000;5;75000;13;2022-10-31
TR76633;277;10;15000;5;75000;3;2022-10-31
TR76665;433;4;12000;2;24000;6;2022-10-31
TR80237;257;8;16000;3;48000;5;2022-10-31
TR82097;227;5;4200;5;21000;8;2022-10-31
TR8482;438;10;15000;2;30000;4;2022-10-31
TR88444;20;8;16000;3;48000;4;2022-10-31
TR89104;116;7;9400;4;37600;3;2022-10-31
TR9066;436;2;3200;3;9600;8;2022-10-31
TR92831;238;2;3200;5;16000;4;2022-10-31
TR95003;347;3;7500;5;37500;3;2022-10-31
TR99445;38;9;10000;4;40000;3;2022-10-31
TR15497;87;8;16000;2;32000;5;2022-11-01
TR20178;97;2;3200;5;16000;12;2022-11-01
TR20754;44;5;4200;2;8400;10;2022-11-01
TR22206;22;6;18000;1;18000;9;2022-11-01
TR24608;119;4;12000;3;36000;6;2022-11-01
TR26267;327;4;12000;5;60000;5;2022-11-01
TR27979;297;8;16000;1;16000;2;2022-11-01
TR29181;282;4;12000;4;48000;13;2022-11-01
TR31161;251;6;18000;1;18000;1;2022-11-01
TR37219;411;5;4200;2;8400;11;2022-11-01
TR41839;158;10;15000;1;15000;10;2022-11-01
TR42438;198;2;3200;3;9600;1;2022-11-01
TR43850;135;7;9400;3;28200;9;2022-11-01
TR43929;364;10;15000;4;60000;2;2022-11-01
TR43950;122;10;15000;3;45000;9;2022-11-01
TR45769;414;10;15000;2;30000;7;2022-11-01
TR50914;404;4;12000;4;48000;12;2022-11-01
TR54394;128;4;12000;5;60000;9;2022-11-01
TR67616;18;5;4200;2;8400;10;2022-11-01
TR707;32;10;15000;2;30000;8;2022-11-01
TR75000;63;7;9400;4;37600;11;2022-11-01
TR76708;347;5;4200;3;12600;1;2022-11-01
TR93762;45;5;4200;4;16800;7;2022-11-01
TR17199;256;7;9400;6;56400;7;2022-11-02
TR19112;301;6;18000;3;54000;4;2022-11-02
TR23155;210;1;8800;8;70400;3;2022-11-02
TR30310;401;8;16000;2;32000;9;2022-11-02
TR34387;98;9;10000;2;20000;7;2022-11-02
TR382;175;9;10000;1;10000;13;2022-11-02
TR42300;160;8;16000;1;16000;11;2022-11-02
TR55365;271;2;3200;6;19200;3;2022-11-02
TR5820;380;5;4200;2;8400;10;2022-11-02
TR60267;391;5;4200;2;8400;7;2022-11-02
TR60495;298;5;4200;3;12600;12;2022-11-02
TR84245;229;5;4200;4;16800;5;2022-11-02
TR10026;164;6;18000;1;18000;11;2022-11-03
TR14047;362;8;16000;3;48000;5;2022-11-03
TR15302;134;4;12000;3;36000;11;2022-11-03
TR24456;384;8;16000;3;48000;8;2022-11-03
TR29960;98;3;7500;5;37500;5;2022-11-03
TR3425;151;9;10000;3;30000;8;2022-11-03
TR46680;120;3;7500;4;30000;2;2022-11-03
TR51619;302;5;4200;3;12600;9;2022-11-03
TR6745;67;9;10000;2;20000;14;2022-11-03
TR85377;316;7;9400;2;18800;7;2022-11-03
TR91375;359;10;15000;2;30000;3;2022-11-03
TR96509;39;3;7500;3;22500;12;2022-11-03
TR14887;96;1;8800;2;17600;12;2022-11-04
TR15739;440;9;10000;6;60000;13;2022-11-04
TR54752;191;1;8800;9;79200;3;2022-11-04
TR61239;93;7;9400;4;37600;11;2022-11-04
TR84697;237;10;15000;2;30000;3;2022-11-04
TR98203;236;10;15000;5;75000;8;2022-11-04
TR22929;301;3;7500;5;37500;12;2022-11-05
TR26648;103;10;15000;1;15000;14;2022-11-05
TR343;237;9;10000;4;40000;5;2022-11-05
TR40329;370;7;9400;5;47000;3;2022-11-05
TR42795;282;5;4200;5;21000;9;2022-11-05
TR53390;222;5;4200;5;21000;5;2022-11-05
TR62366;58;5;4200;3;12600;1;2022-11-05
TR65754;122;2;3200;4;12800;13;2022-11-05
TR67517;158;10;15000;5;75000;2;2022-11-05
TR69089;403;7;9400;2;18800;2;2022-11-05
TR71129;223;7;9400;4;37600;4;2022-11-05
TR79595;195;7;9400;2;18800;3;2022-11-05
TR84355;248;8;16000;3;48000;5;2022-11-05
TR13981;443;5;4200;2;8400;4;2022-11-06
TR18608;408;9;10000;7;70000;10;2022-11-06
TR26924;216;3;7500;6;45000;13;2022-11-06
TR31927;244;2;3200;7;22400;7;2022-11-06
TR33293;104;9;10000;1;10000;8;2022-11-06
TR39280;387;7;9400;4;37600;1;2022-11-06
TR57126;69;5;4200;2;8400;13;2022-11-06
TR6142;321;2;3200;6;19200;5;2022-11-06
